695833 | 03AQ02 Mar 23 02:23:22 03 | L01 D3 (Groth) | 14:19:28.0  52:40:41 2000 |  180 | i | 1.19 | 0.79 0.87  1127 |P 1 V Q|
742760 | 04AQ03 Apr 25 23:36:25 04 | L01 D3         | 14:19:27.9  52:40:41 2000 |  300 | r | 1.21 | 0.63 0.71   777 |P 1 V Q|
742761 | 04AQ03 Apr 25 23:42:16 04 | L01 D3         | 14:19:25.4  52:40:12 2000 |  300 | r | 1.21 | 0.67 0.75   750 |P 1 V Q|
742762 | 04AQ03 Apr 25 23:49:09 04 | L01 D3         | 14:19:28.7  52:39:12 2000 |  300 | r | 1.20 | 0.63 0.72   733 |P 1 V Q|
742763 | 04AQ03 Apr 25 23:55:01 04 | L01 D3         | 14:19:30.3  52:41:12 2000 |  300 | r | 1.20 | 0.61 0.70   730 |P 1 V Q|
742764 | 04AQ03 Apr 26 00:00:52 04 | L01 D3         | 14:19:27.0  52:42:12 2000 |  300 | r | 1.20 | 0.62 0.70   723 |P 1 V Q|
742765 | 04AQ03 Apr 26 00:15:12 04 | L04 D3         | 14:19:27.1  52:40:49 2000 |  660 | u | 1.19 | 0.72 0.84   268 |P 1 V Q|
742766 | 04AQ03 Apr 26 00:28:39 04 | L04 D3         | 14:19:24.6  52:40:19 2000 |  660 | u | 1.19 | 0.81 0.90   243 |P 1 V Q|
742767 | 04AQ03 Apr 26 00:40:30 04 | L04 D3         | 14:19:27.9  52:39:19 2000 |  660 | u | 1.19 | 0.79 0.86   238 |P 1 V Q|
742768 | 04AQ03 Apr 26 00:52:23 04 | L04 D3         | 14:19:29.5  52:41:19 2000 |  660 | u | 1.19 | 0.74 0.89   236 |P 1 V Q|
742769 | 04AQ03 Apr 26 01:04:18 04 | L04 D3         | 14:19:26.2  52:42:19 2000 |  660 | u | 1.20 | 0.74 0.86   240 |P 1 V Q|
742770 | 04AQ03 Apr 26 01:16:11 04 | L04 D3         | 14:19:25.4  52:41:49 2000 |  660 | u | 1.20 | 0.71 0.84   230 |P 1 V Q|
742771 | 04AQ03 Apr 26 01:28:04 04 | L04 D3         | 14:19:28.7  52:39:49 2000 |  660 | u | 1.21 | 0.78 0.88   230 |P 1 V Q|
742772 | 04AQ03 Apr 26 01:36:31 04 | L01 D3         | 14:19:27.9  52:40:42 2000 |  360 | i | 1.23 | 0.66 0.72  1802 |P 1 V Q|
742773 | 04AQ03 Apr 26 01:43:24 04 | L01 D3         | 14:19:25.4  52:40:12 2000 |  360 | i | 1.23 | 0.68 0.75  1848 |P 1 V Q|
742774 | 04AQ03 Apr 26 01:50:17 04 | L01 D3         | 14:19:28.7  52:39:12 2000 |  360 | i | 1.24 | 0.62 0.66  1941 |P 1 V Q|
742775 | 04AQ03 Apr 26 01:57:10 04 | L01 D3         | 14:19:30.3  52:41:12 2000 |  360 | i | 1.25 | 0.64 0.69  2027 |P 1 V Q|
742776 | 04AQ03 Apr 26 02:04:03 04 | L01 D3         | 14:19:27.0  52:42:12 2000 |  360 | i | 1.26 | 0.61 0.69  2082 |P 1 V Q|
742777 | 04AQ03 Apr 26 02:09:56 04 | L01 D3         | 14:19:27.9  52:40:42 2000 |  225 | g | 1.28 | 0.79 0.89   393 |P 1 V Q|
742778 | 04AQ03 Apr 26 02:14:34 04 | L01 D3         | 14:19:25.4  52:40:12 2000 |  225 | g | 1.29 | 0.83 0.91   390 |P 1 V Q|
742779 | 04AQ03 Apr 26 02:19:13 04 | L01 D3         | 14:19:28.7  52:39:12 2000 |  225 | g | 1.29 | 0.73 0.83   391 |P 1 V Q|
742780 | 04AQ03 Apr 26 02:23:51 04 | L01 D3         | 14:19:30.3  52:41:12 2000 |  225 | g | 1.30 | 0.76 0.85   388 |P 1 V Q|
742781 | 04AQ03 Apr 26 02:28:28 04 | L01 D3         | 14:19:27.0  52:42:12 2000 |  225 | g | 1.31 | 0.69 0.79   387 |P 1 V Q|
742966 | 04AQ03 Apr 27 23:38:24 04 | L01 D3         | 14:19:27.7  52:40:40 2000 |  520 | i | 1.21 | 0.66 0.74  4322 |P 1 V Q|
742967 | 04AQ03 Apr 27 23:47:57 04 | L01 D3         | 14:19:25.3  52:40:10 2000 |  520 | i | 1.20 | 0.70 0.78  4561 |P 1 V Q|
742968 | 04AQ03 Apr 27 23:57:32 04 | L01 D3         | 14:19:28.6  52:39:10 2000 |  520 | i | 1.20 | 0.62 0.70  4522 |P 1 V Q|
742969 | 04AQ03 Apr 28 00:07:05 04 | L01 D3         | 14:19:30.2  52:41:10 2000 |  520 | i | 1.19 | 0.63 0.70  4502 |P 1 V Q|
742970 | 04AQ03 Apr 28 00:16:38 04 | L01 D3         | 14:19:26.9  52:42:10 2000 |  520 | i | 1.19 | 0.63 0.70  4428 |P 1 V Q|
742971 | 04AQ03 Apr 28 00:26:11 04 | L01 D3         | 14:19:26.1  52:41:40 2000 |  520 | i | 1.19 | 0.65 0.72  4212 |P 1 V Q|
742972 | 04AQ03 Apr 28 00:35:46 04 | L01 D3         | 14:19:29.4  52:39:40 2000 |  520 | i | 1.19 | 0.64 0.70  4056 |P 1 V Q|
742973 | 04AQ03 Apr 28 00:42:52 04 | L01 D3         | 14:19:27.7  52:40:40 2000 |  300 | r | 1.19 | 0.74 0.79  1398 |P 1 V Q|
742974 | 04AQ03 Apr 28 00:48:45 04 | L01 D3         | 14:19:25.3  52:40:10 2000 |  300 | r | 1.20 | 0.71 0.77  1392 |P 1 V Q|
742975 | 04AQ03 Apr 28 00:54:37 04 | L01 D3         | 14:19:28.6  52:39:10 2000 |  300 | r | 1.20 | 0.73 0.77  1373 |P 1 V Q|
742976 | 04AQ03 Apr 28 01:00:30 04 | L01 D3         | 14:19:30.2  52:41:10 2000 |  300 | r | 1.20 | 0.80 0.83  1351 |P 1 V Q|
742977 | 04AQ03 Apr 28 01:06:23 04 | L01 D3         | 14:19:26.9  52:42:10 2000 |  300 | r | 1.21 | 0.79 0.82  1341 |P 1 V Q|
742979 | 04AQ03 Apr 28 01:21:03 04 | L01 D3         | 14:19:27.7  52:40:40 2000 |  360 | z | 1.22 | 0.68 0.73  3166 |P 1 V Q|
742980 | 04AQ03 Apr 28 01:28:59 04 | L01 D3         | 14:19:25.3  52:40:10 2000 |  360 | z | 1.23 | 0.67 0.74  3237 |P 1 V Q|
742981 | 04AQ03 Apr 28 01:37:19 04 | L01 D3         | 14:19:28.6  52:39:10 2000 |  360 | z | 1.24 | 0.65 0.71  3298 |P 1 V Q|
742982 | 04AQ03 Apr 28 01:44:16 04 | L01 D3         | 14:19:30.2  52:41:10 2000 |  360 | z | 1.25 | 0.72 0.77  3199 |P 1 V Q|
742983 | 04AQ03 Apr 28 01:51:11 04 | L01 D3         | 14:19:26.9  52:42:10 2000 |  360 | z | 1.26 | 0.74 0.79  3259 |P 1 V Q|
742984 | 04AQ03 Apr 28 02:02:00 04 | L01 D3         | 14:19:26.1  52:41:40 2000 |  360 | z | 1.27 | 0.69 0.73  3240 |P 1 V Q|
742985 | 04AQ03 Apr 28 02:08:53 04 | L01 D3         | 14:19:29.4  52:39:40 2000 |  360 | z | 1.29 | 0.67 0.70  3118 |P 1 V Q|
742986 | 04AQ03 Apr 28 02:15:47 04 | L01 D3         | 14:19:28.8  52:41:52 2000 |  360 | z | 1.30 | 0.72 0.75  3275 |P 1 V Q|
742987 | 04AQ03 Apr 28 02:22:40 04 | L01 D3         | 14:19:26.6  52:39:28 2000 |  360 | z | 1.31 | 0.75 0.78  3343 |P 1 V Q|
742988 | 04AQ03 Apr 28 02:29:33 04 | L01 D3         | 14:19:25.8  52:40:58 2000 |  360 | z | 1.33 | 0.71 0.74  3348 |P 1 V Q|
744301 | 04AQ04 May 08 20:40:46 04 | L01 D3         | 14:19:27.9  52:40:42 2000 |  520 | i | 1.49 | 0.73 0.78  4182 |P 1 V D|
744302 | 04AQ04 May 08 20:51:19 04 | L01 D3         | 14:19:25.4  52:40:12 2000 |  520 | i | 1.45 | 0.70 0.76  3899 |P 1 V D|
744303 | 04AQ04 May 08 21:02:32 04 | L01 D3         | 14:19:28.7  52:39:12 2000 |  520 | i | 1.41 | 0.73 0.78  3885 |P 1 V D|
744304 | 04AQ04 May 08 21:13:30 04 | L01 D3         | 14:19:30.3  52:41:12 2000 |  520 | i | 1.38 | 0.75 0.80  3695 |P 1 V D|
744305 | 04AQ04 May 08 21:23:02 04 | L01 D3         | 14:19:27.0  52:42:11 2000 |  520 | i | 1.35 | 0.66 0.72  3625 |P 1 V D|
744306 | 04AQ04 May 08 21:32:34 04 | L01 D3         | 14:19:26.2  52:41:42 2000 |  520 | i | 1.33 | 0.65 0.71  3391 |P 1 V D|
744307 | 04AQ04 May 08 21:44:01 04 | L01 D3         | 14:19:29.5  52:39:42 2000 |  520 | i | 1.30 | 0.67 0.73  3168 |P 1 V D|
744309 | 04AQ04 May 08 21:58:30 04 | L01 D3         | 14:19:27.9  52:40:42 2000 |  300 | r | 1.27 | 0.62 0.70   700 |P 1 V D|
744310 | 04AQ04 May 08 22:07:06 04 | L01 D3         | 14:19:25.4  52:40:12 2000 |  300 | r | 1.25 | 0.63 0.72   692 |P 1 V D|
744311 | 04AQ04 May 08 22:13:35 04 | L01 D3         | 14:19:28.7  52:39:12 2000 |  300 | r | 1.25 | 0.65 0.73   673 |P 1 V D|
744312 | 04AQ04 May 08 22:20:02 04 | L01 D3         | 14:19:30.3  52:41:12 2000 |  300 | r | 1.24 | 0.65 0.73   685 |P 1 V D|
744313 | 04AQ04 May 08 22:26:15 04 | L01 D3         | 14:19:27.0  52:42:12 2000 |  300 | r | 1.23 | 0.74 0.81   683 |P 1 V D|
744314 | 04AQ04 May 08 22:34:50 04 | L01 D3         | 14:19:27.9  52:40:42 2000 |  360 | z | 1.22 | 0.69 0.75  2739 |P 1 V D|
744315 | 04AQ04 May 08 22:43:25 04 | L01 D3         | 14:19:25.4  52:40:12 2000 |  360 | z | 1.21 | 0.75 0.81  2766 |P 1 V D|
744316 | 04AQ04 May 08 22:51:46 04 | L01 D3         | 14:19:28.7  52:39:12 2000 |  360 | z | 1.21 | 0.79 0.85  2705 |P 1 V D|
744317 | 04AQ04 May 08 23:00:49 04 | L01 D3         | 14:19:30.3  52:41:11 2000 |  360 | z | 1.20 | 0.81 0.86  2584 |P 1 V D|
744318 | 04AQ04 May 08 23:09:38 04 | L01 D3         | 14:19:27.0  52:42:12 2000 |  360 | z | 1.20 | 0.83 0.87  2585 |P 1 V D|
744319 | 04AQ04 May 08 23:18:01 04 | L01 D3         | 14:19:26.2  52:41:42 2000 |  360 | z | 1.19 | 0.81 0.84  2664 |P 1 V D|
744320 | 04AQ04 May 08 23:26:14 04 | L01 D3         | 14:19:29.5  52:39:42 2000 |  360 | z | 1.19 | 0.77 0.81  2723 |P 1 V D|
744321 | 04AQ04 May 08 23:33:46 04 | L01 D3         | 14:19:29.0  52:41:54 2000 |  360 | z | 1.19 | 0.81 0.85  2635 |P 1 V D|
744322 | 04AQ04 May 08 23:43:07 04 | L01 D3         | 14:19:26.8  52:39:29 2000 |  360 | z | 1.19 | 0.84 0.89  2858 |P 1 V D|
744323 | 04AQ04 May 08 23:50:15 04 | L01 D3         | 14:19:25.9  52:41:00 2000 |  360 | z | 1.19 | 0.77 0.82  2945 |P 1 V D|
744381 | 04AQ04 May 09 20:09:29 04 | L01 D2         | 10:00:28.6   2:12:20 2000 |  520 | i | 1.08 | 1.22 1.25  2810 |P 2 O D|
744382 | 04AQ04 May 09 20:19:01 04 | L01 D2         | 10:00:27.2   2:11:50 2000 |  520 | i | 1.09 | 1.25 1.28  2949 |P 3 O D|
744535 | 04AQ04 May 10 20:13:34 04 | L01 D2         | 10:00:28.4   2:12:19 2000 |  520 | i | 1.08 | 0.85 0.92  3069 |P 1 V D|
744536 | 04AQ04 May 10 20:23:06 04 | L01 D2         | 10:00:27.0   2:11:49 2000 |  520 | i | 1.10 | 0.75 0.81  3041 |P 1 V D|
744537 | 04AQ04 May 10 20:32:37 04 | L01 D2         | 10:00:29.0   2:10:49 2000 |  520 | i | 1.11 | 0.65 0.73  3148 |P 1 V D|
744538 | 04AQ04 May 10 20:42:08 04 | L01 D2         | 10:00:29.9   2:12:49 2000 |  520 | i | 1.13 | 0.70 0.76  3148 |P 1 V D|
744539 | 04AQ04 May 10 20:51:39 04 | L01 D2         | 10:00:27.9   2:13:48 2000 |  520 | i | 1.15 | 0.74 0.80  3264 |P 1 V D|
744540 | 04AQ04 May 10 21:01:09 04 | L01 D2         | 10:00:27.4   2:13:19 2000 |  520 | i | 1.17 | 0.69 0.76  3313 |P 1 V D|
744541 | 04AQ04 May 10 21:10:41 04 | L01 D2         | 10:00:29.4   2:11:19 2000 |  520 | i | 1.20 | 0.69 0.76  3315 |P 1 V D|
744543 | 04AQ04 May 10 21:23:59 04 | L01 D2         | 10:00:28.4   2:12:19 2000 |  300 | r | 1.25 | 0.90 0.98   973 |P 1 V D|
744544 | 04AQ04 May 10 21:29:51 04 | L01 D2         | 10:00:27.0   2:11:49 2000 |  300 | r | 1.28 | 0.80 0.88   957 |P 1 V D|
744545 | 04AQ04 May 10 21:35:44 04 | L01 D2         | 10:00:29.0   2:10:49 2000 |  300 | r | 1.30 | 0.85 0.93   951 |P 1 V D|
744546 | 04AQ04 May 10 21:41:47 04 | L01 D2         | 10:00:29.9   2:12:49 2000 |  300 | r | 1.32 | 0.81 0.89   942 |P 1 V D|
744547 | 04AQ04 May 10 21:47:39 04 | L01 D2         | 10:00:27.9   2:13:49 2000 |  300 | r | 1.35 | 0.85 0.91   935 |P 1 V D|
744548 | 04AQ04 May 10 21:53:30 04 | L01 D2         | 10:00:28.4   2:12:19 2000 |  225 | g | 1.39 | 0.98 1.06   588 |P 1 V D|
744549 | 04AQ04 May 10 21:58:05 04 | L01 D2         | 10:00:27.0   2:11:49 2000 |  225 | g | 1.41 | 0.93 1.02   598 |P 1 V D|
744550 | 04AQ04 May 10 22:02:40 04 | L01 D2         | 10:00:29.0   2:10:49 2000 |  225 | g | 1.44 | 0.89 0.97   604 |P 1 V D|
744551 | 04AQ04 May 10 22:07:16 04 | L01 D2         | 10:00:29.9   2:12:49 2000 |  225 | g | 1.47 | 0.87 0.96   609 |P 1 V D|
744552 | 04AQ04 May 10 22:11:53 04 | L01 D2         | 10:00:27.9   2:13:49 2000 |  225 | g | 1.50 | 0.88 0.96   616 |P 1 V D|
744675 | 04AQ04 May 12 23:37:35 04 | L01 D3         | 14:19:28.0  52:40:41 2000 |  360 | i | 1.19 | 0.81 0.86  1975 |A 1 V D|
744676 | 04AQ04 May 12 23:48:32 04 | L01 D3         | 14:19:25.6  52:40:11 2000 |  360 | i | 1.20 | 0.81 0.86  2126 |A 2 V D|
744677 | 04AQ04 May 12 23:55:52 04 | L01 D3         | 14:19:28.8  52:39:11 2000 |  360 | i | 1.20 | 0.79 0.83  2227 |A 2 V D|
744678 | 04AQ04 May 13 00:03:07 04 | L01 D3         | 14:19:30.4  52:41:11 2000 |  360 | i | 1.20 | 0.84 0.89  2337 |A 2 V D|
744679 | 04AQ04 May 13 00:10:17 04 | L01 D3         | 14:19:27.1  52:42:11 2000 |  360 | i | 1.21 | 0.79 0.83  2288 |A 2 V D|
744680 | 04AQ04 May 13 00:17:20 04 | L01 D3         | 14:19:28.0  52:40:41 2000 |  300 | r | 1.22 | 0.81 0.84   696 |A 1 V D|
744681 | 04AQ04 May 13 00:24:16 04 | L01 D3         | 14:19:25.5  52:40:11 2000 |  300 | r | 1.22 | 0.84 0.84   689 |A 1 V D|
744682 | 04AQ04 May 13 00:30:24 04 | L01 D3         | 14:19:28.9  52:39:11 2000 |  300 | r | 1.23 | 0.87 0.87   697 |A 1 V D|
744683 | 04AQ04 May 13 00:36:31 04 | L01 D3         | 14:19:30.4  52:41:11 2000 |  300 | r | 1.24 | 0.90 0.90   699 |A 2 V D|
744684 | 04AQ04 May 13 00:42:31 04 | L01 D3         | 14:19:27.1  52:42:11 2000 |  300 | r | 1.24 | 0.92 0.92   697 |A 2 V D|
744686 | 04AQ04 May 13 00:54:39 04 | L01 D3         | 14:19:28.0  52:40:41 2000 |  225 | g | 1.26 | 0.85 0.94   423 |A 1 V D|
744687 | 04AQ04 May 13 00:59:16 04 | L01 D3         | 14:19:25.5  52:40:11 2000 |  225 | g | 1.27 | 0.95 1.05   440 |A 2 V D|
744688 | 04AQ04 May 13 01:04:30 04 | L01 D3         | 14:19:28.8  52:39:11 2000 |  225 | g | 1.28 | 0.92 0.99   465 |A 2 V D|
744689 | 04AQ04 May 13 01:09:53 04 | L01 D3         | 14:19:30.4  52:41:10 2000 |  225 | g | 1.29 | 0.83 0.92   453 |A 1 V D|
744690 | 04AQ04 May 13 01:14:29 04 | L01 D3         | 14:19:27.1  52:42:11 2000 |  225 | g | 1.30 | 0.83 0.92   443 |A 1 V D|
745028 | 04AQ05 May 21 00:05:04 04 | L01 D3         | 14:19:27.7  52:40:41 2000 |  360 | i | 1.23 | 0.79 0.85  2094 |P 1 V Q|
745029 | 04AQ05 May 21 00:12:52 04 | L01 D3         | 14:19:25.3  52:40:11 2000 |  360 | i | 1.24 | 0.77 0.82  2180 |P 1 V Q|
745030 | 04AQ05 May 21 00:20:29 04 | L01 D3         | 14:19:28.6  52:39:11 2000 |  360 | i | 1.25 | 0.79 0.84  2172 |P 1 V Q|
745031 | 04AQ05 May 21 00:28:19 04 | L01 D3         | 14:19:30.2  52:41:11 2000 |  360 | i | 1.27 | 0.81 0.85  2214 |P 1 V Q|
745032 | 04AQ05 May 21 00:35:24 04 | L01 D3         | 14:19:26.9  52:42:10 2000 |  360 | i | 1.28 | 0.82 0.86  2227 |P 1 V Q|
745034 | 04AQ05 May 21 00:54:18 04 | L01 D3         | 14:19:27.7  52:40:40 2000 |  300 | r | 1.32 | 0.75 0.83   815 |P 1 V Q|
745035 | 04AQ05 May 21 01:00:46 04 | L01 D3         | 14:19:25.3  52:40:11 2000 |  300 | r | 1.34 | 0.70 0.79   813 |P 1 V Q|
745036 | 04AQ05 May 21 01:06:56 04 | L01 D3         | 14:19:28.6  52:39:11 2000 |  300 | r | 1.35 | 0.76 0.84   820 |P 1 V Q|
745037 | 04AQ05 May 21 01:13:02 04 | L01 D3         | 14:19:30.2  52:41:11 2000 |  300 | r | 1.37 | 0.79 0.87   814 |P 1 V Q|
745038 | 04AQ05 May 21 01:19:16 04 | L01 D3         | 14:19:26.8  52:42:11 2000 |  300 | r | 1.39 | 0.78 0.85   841 |P 1 V Q|
745040 | 04AQ05 May 21 01:33:55 04 | L01 D3         | 14:19:27.7  52:40:41 2000 |  225 | g | 1.44 | 0.74 0.83   463 |P 1 V Q|
745041 | 04AQ05 May 21 01:39:48 04 | L01 D3         | 14:19:25.3  52:40:10 2000 |  225 | g | 1.46 | 0.78 0.87   462 |P 1 V Q|
745042 | 04AQ05 May 21 01:44:59 04 | L01 D3         | 14:19:28.6  52:39:10 2000 |  225 | g | 1.48 | 0.80 0.89   458 |P 1 V Q|
745043 | 04AQ05 May 21 01:53:01 04 | L01 D3         | 14:19:30.2  52:41:10 2000 |  225 | g | 1.51 | 0.87 0.95   451 |P 2 V Q|
745044 | 04AQ05 May 21 01:57:45 04 | L01 D3         | 14:19:26.9  52:42:11 2000 |  225 | g | 1.53 | 0.91 0.99   456 |P 3 V Q|
745133 | 04AQ05 May 21 21:38:58 04 | L01 D2         | 10:00:28.6   2:12:23 2000 |  520 | i | 1.53 | 0.58 0.66  4308 |P 1 V Q|
745134 | 04AQ05 May 21 21:48:52 04 | L01 D2         | 10:00:27.1   2:11:53 2000 |  520 | i | 1.61 | 0.61 0.68  4443 |P 1 V Q|
745135 | 04AQ05 May 21 21:58:57 04 | L01 D2         | 10:00:29.1   2:10:53 2000 |  520 | i | 1.70 | 0.63 0.68  4393 |P 1 V Q|
745136 | 04AQ05 May 21 22:08:39 04 | L01 D2         | 10:00:30.0   2:12:53 2000 |  520 | i | 1.79 | 0.67 0.70  4586 |P 1 V Q|
745137 | 04AQ05 May 21 22:18:27 04 | L01 D2         | 10:00:28.0   2:13:53 2000 |  520 | i | 1.91 | 0.74 0.76  4910 |P 1 V Q|
745138 | 04AQ05 May 21 22:28:15 04 | L01 D2         | 10:00:27.6   2:13:23 2000 |  520 | i | 2.04 | 0.93 0.94  5102 |P 2 V Q|
745139 | 04AQ05 May 21 22:37:53 04 | L01 D2         | 10:00:29.5   2:11:23 2000 |  520 | i | 2.19 | 0.94 0.96  5759 |P 2 V Q|
745234 | 04AQ05 May 22 20:12:27 04 | L01 D2         | 10:00:28.6   2:12:19 2000 |  300 | r | 1.18 | 1.02 1.09  1236 |P 2 V Q|
745235 | 04AQ05 May 22 20:18:24 04 | L01 D2         | 10:00:27.1   2:11:49 2000 |  300 | r | 1.20 | 0.87 0.93  1207 |P 1 V Q|
745236 | 04AQ05 May 22 20:24:48 04 | L01 D2         | 10:00:29.1   2:10:49 2000 |  300 | r | 1.22 | 1.12 1.15  1176 |P 2 V Q|
745237 | 04AQ05 May 22 20:32:17 04 | L01 D2         | 10:00:30.0   2:12:49 2000 |  300 | r | 1.24 | 1.05 1.07  1171 |P 2 V Q|
745238 | 04AQ05 May 22 20:38:39 04 | L01 D2         | 10:00:28.0   2:13:49 2000 |  300 | r | 1.26 | 1.00 1.03  1152 |P 2 V Q|
745239 | 04AQ05 May 22 20:44:23 04 | L01 D2         | 10:00:28.6   2:12:19 2000 |  225 | g | 1.29 | 0.94 1.00   733 |P 2 V Q|
745240 | 04AQ05 May 22 20:49:28 04 | L01 D2         | 10:00:27.1   2:11:49 2000 |  225 | g | 1.31 | 1.06 1.11   748 |P 2 V Q|
745241 | 04AQ05 May 22 20:54:06 04 | L01 D2         | 10:00:29.1   2:10:49 2000 |  225 | g | 1.33 | 1.25 1.29   745 |P 3 O Q|
745243 | 04AQ05 May 22 21:08:01 04 | L01 D2         | 10:00:29.1   2:10:49 2000 |  225 | g | 1.40 | 1.23 1.35   749 |P 2 V Q|
745244 | 04AQ05 May 22 21:14:14 04 | L01 D2         | 10:00:30.0   2:12:49 2000 |  225 | g | 1.43 | 1.28 1.32   758 |P 3 O Q|
745305 | 04AQ05 May 23 20:07:29 04 | L01 D3         | 14:19:28.0  52:40:41 2000 |  520 | i | 1.40 | 0.60 0.66  3554 |P 1 V Q|
745306 | 04AQ05 May 23 20:17:17 04 | L01 D3         | 14:19:25.5  52:40:11 2000 |  520 | i | 1.37 | 0.63 0.69  3467 |P 1 V Q|
745307 | 04AQ05 May 23 20:27:00 04 | L01 D3         | 14:19:28.8  52:39:10 2000 |  520 | i | 1.34 | 0.62 0.66  3385 |P 1 V Q|
745308 | 04AQ05 May 23 20:36:52 04 | L01 D3         | 14:19:30.4  52:41:11 2000 |  520 | i | 1.32 | 0.67 0.70  3226 |P 1 V Q|
745309 | 04AQ05 May 23 20:46:44 04 | L01 D3         | 14:19:27.1  52:42:11 2000 |  520 | i | 1.30 | 0.71 0.73  3160 |P 1 V Q|
745310 | 04AQ05 May 23 20:56:29 04 | L01 D3         | 14:19:26.3  52:41:41 2000 |  520 | i | 1.28 | 0.68 0.71  3040 |P 1 V Q|
745311 | 04AQ05 May 23 21:06:15 04 | L01 D3         | 14:19:29.6  52:39:41 2000 |  520 | i | 1.26 | 0.68 0.70  3018 |P 1 V Q|
745313 | 04AQ05 May 23 21:19:50 04 | L01 D3         | 14:19:27.9  52:40:41 2000 |  300 | r | 1.24 | 0.55 0.65   806 |P 1 V Q|
745314 | 04AQ05 May 23 21:25:55 04 | L01 D3         | 14:19:25.5  52:40:11 2000 |  300 | r | 1.23 | 0.57 0.67   796 |P 1 V Q|
745315 | 04AQ05 May 23 21:31:58 04 | L01 D3         | 14:19:28.8  52:39:11 2000 |  300 | r | 1.22 | 0.60 0.70   791 |P 1 V Q|
745316 | 04AQ05 May 23 21:38:44 04 | L01 D3         | 14:19:30.4  52:41:11 2000 |  300 | r | 1.22 | 0.54 0.64   793 |P 1 V Q|
745317 | 04AQ05 May 23 21:44:35 04 | L01 D3         | 14:19:27.1  52:42:11 2000 |  300 | r | 1.21 | 0.53 0.63   814 |P 1 V Q|
745318 | 04AQ05 May 23 21:50:23 04 | L01 D3         | 14:19:28.0  52:40:41 2000 |  225 | g | 1.21 | 0.59 0.70   510 |P 1 V Q|
745319 | 04AQ05 May 23 21:54:59 04 | L01 D3         | 14:19:25.5  52:40:11 2000 |  225 | g | 1.20 | 0.57 0.70   499 |P 1 V Q|
745320 | 04AQ05 May 23 21:59:35 04 | L01 D3         | 14:19:28.8  52:39:11 2000 |  225 | g | 1.20 | 0.58 0.70   489 |P 1 V Q|
745321 | 04AQ05 May 23 22:04:11 04 | L01 D3         | 14:19:30.4  52:41:11 2000 |  225 | g | 1.20 | 0.57 0.70   486 |P 1 V Q|
745322 | 04AQ05 May 23 22:08:46 04 | L01 D3         | 14:19:27.1  52:42:11 2000 |  225 | g | 1.20 | 0.56 0.69   483 |P 1 V Q|
745487 | 04AQ05 May 25 19:48:23 04 | L01 D2         | 10:00:28.4   2:12:20 2000 |  360 | z | 1.15 | 0.73 0.81  4292 |A 1 V Q|
745488 | 04AQ05 May 25 19:55:29 04 | L01 D2         | 10:00:27.0   2:11:50 2000 |  360 | z | 1.16 | 0.55 0.63  3269 |A 1 V Q|
745489 | 04AQ05 May 25 20:03:04 04 | L01 D2         | 10:00:29.0   2:10:50 2000 |  360 | z | 1.18 | 0.58 0.66  2887 |A 1 V Q|
745490 | 04AQ05 May 25 20:11:09 04 | L01 D2         | 10:00:29.9   2:12:50 2000 |  360 | z | 1.21 | 0.60 0.68  3678 |A 2 V Q|
745491 | 04AQ05 May 25 20:18:06 04 | L01 D2         | 10:00:27.9   2:13:50 2000 |  360 | z | 1.23 | 0.69 0.75  4333 |A 2 V Q|
745492 | 04AQ05 May 25 20:25:18 04 | L01 D2         | 10:00:27.4   2:13:20 2000 |  360 | z | 1.25 | 0.73 0.78  3755 |A 2 V Q|
745493 | 04AQ05 May 25 20:32:24 04 | L01 D2         | 10:00:29.4   2:11:20 2000 |  360 | z | 1.28 | 0.79 0.84  2675 |A 2 V Q|
745494 | 04AQ05 May 25 20:39:47 04 | L01 D2         | 10:00:29.1   2:13:32 2000 |  360 | z | 1.31 | 0.73 0.77  2763 |A 2 V Q|
745495 | 04AQ05 May 25 20:46:49 04 | L01 D2         | 10:00:27.8   2:11:08 2000 |  360 | z | 1.34 | 0.76 0.80  3047 |A 2 V Q|
745496 | 04AQ05 May 25 20:53:53 04 | L01 D2         | 10:00:27.2   2:12:38 2000 |  360 | z | 1.37 | 0.79 0.82  3327 |A 2 V Q|
745498 | 04AQ05 May 25 21:11:40 04 | L01 D3         | 14:19:27.9  52:40:42 2000 |  360 | z | 1.24 | 0.72 0.78  2437 |A 1 V Q|
745499 | 04AQ05 May 25 21:18:31 04 | L01 D3         | 14:19:25.4  52:40:13 2000 |  360 | z | 1.23 | 0.75 0.81  2464 |P 1 V Q|
745500 | 04AQ05 May 25 21:25:22 04 | L01 D3         | 14:19:28.7  52:39:13 2000 |  360 | z | 1.22 | 0.75 0.80  2603 |A 1 V Q|
745501 | 04AQ05 May 25 21:32:13 04 | L01 D3         | 14:19:30.3  52:41:13 2000 |  360 | z | 1.22 | 0.75 0.80  2671 |A 2 V Q|
745502 | 04AQ05 May 25 21:39:04 04 | L01 D3         | 14:19:27.0  52:42:13 2000 |  360 | z | 1.21 | 0.75 0.82  2582 |A 2 V Q|
745503 | 04AQ05 May 25 21:45:55 04 | L01 D3         | 14:19:26.2  52:41:43 2000 |  360 | z | 1.21 | 0.72 0.76  2638 |A 2 V Q|
745504 | 04AQ05 May 25 21:53:17 04 | L01 D3         | 14:19:29.5  52:39:43 2000 |  360 | z | 1.20 | 0.71 0.76  2926 |A 3 O Q|
